title,artist,year,popularity,tags,phrases,reason
Wild Song,Stevie Ray Vaughan,,69,"blues,rock,guitar","wild,song,stevie ray vaughan","Adjective+Type pattern: ""Wild Song"""
Free Song,Stevie Ray Vaughan,,81,"blues,rock,guitar","free,song,stevie ray vaughan","Adjective+Type pattern: ""Free Song"""
Lost Song,Stevie Ray Vaughan,,70,"blues,rock,guitar","lost,song,stevie ray vaughan","Exact match: ""Lost Song"""
Found Song,Stevie Ray Vaughan,,65,"blues,rock,guitar","found,song,stevie ray vaughan","Exact match: ""Found Song"""
True Song,Stevie Ray Vaughan,,75,"blues,rock,guitar","true,song,stevie ray vaughan","Exact match: ""True Song"""
Faded Song,Stevie Ray Vaughan,,72,"blues,rock,guitar","faded,song,stevie ray vaughan","Adjective+Type pattern: ""Faded Song"""
Shining Song,Stevie Ray Vaughan,,71,"blues,rock,guitar","shining,song,stevie ray vaughan","Adjective+Type pattern: ""Shining Song"""
Burning Song,Stevie Ray Vaughan,,60,"blues,rock,guitar","burning,song,stevie ray vaughan","Adjective+Type pattern: ""Burning Song"""
Rising Song,Stevie Ray Vaughan,,89,"blues,rock,guitar","rising,song,stevie ray vaughan","Adjective+Type pattern: ""Rising Song"""
Blue Track,Stevie Ray Vaughan,,66,"blues,rock,guitar","blue,track,stevie ray vaughan","Adjective+Type pattern: ""Blue Track"""
Red Track,Stevie Ray Vaughan,,63,"blues,rock,guitar","red,track,stevie ray vaughan","Adjective+Type pattern: ""Red Track"""
Golden Track,Stevie Ray Vaughan,,72,"blues,rock,guitar","golden,track,stevie ray vaughan","Adjective+Type pattern: ""Golden Track"""
Silver Track,Stevie Ray Vaughan,,71,"blues,rock,guitar","silver,track,stevie ray vaughan","Adjective+Type pattern: ""Silver Track"""
Blue Song,John Lee Hooker,,85,"blues,boogie,electric","blue,song,john lee hooker","Adjective+Type pattern: ""Blue Song"""
Red Song,John Lee Hooker,,65,"blues,boogie,electric","red,song,john lee hooker","Adjective+Type pattern: ""Red Song"""
Golden Song,John Lee Hooker,,75,"blues,boogie,electric","golden,song,john lee hooker","Adjective+Type pattern: ""Golden Song"""
Silver Song,John Lee Hooker,,79,"blues,boogie,electric","silver,song,john lee hooker","Adjective+Type pattern: ""Silver Song"""
Dark Song,John Lee Hooker,,89,"blues,boogie,electric","dark,song,john lee hooker","Adjective+Type pattern: ""Dark Song"""
Bright Song,John Lee Hooker,,73,"blues,boogie,electric","bright,song,john lee hooker","Adjective+Type pattern: ""Bright Song"""
Sweet Song,John Lee Hooker,,72,"blues,boogie,electric","sweet,song,john lee hooker","Adjective+Type pattern: ""Sweet Song"""
Wild Song,John Lee Hooker,,68,"blues,boogie,electric","wild,song,john lee hooker","Adjective+Type pattern: ""Wild Song"""
Free Song,John Lee Hooker,,89,"blues,boogie,electric","free,song,john lee hooker","Adjective+Type pattern: ""Free Song"""
Lost Song,John Lee Hooker,,63,"blues,boogie,electric","lost,song,john lee hooker","Exact match: ""Lost Song"""
Found Song,John Lee Hooker,,75,"blues,boogie,electric","found,song,john lee hooker","Exact match: ""Found Song"""
True Song,John Lee Hooker,,85,"blues,boogie,electric","true,song,john lee hooker","Exact match: ""True Song"""
Faded Song,John Lee Hooker,,77,"blues,boogie,electric","faded,song,john lee hooker","Adjective+Type pattern: ""Faded Song"""
Shining Song,John Lee Hooker,,86,"blues,boogie,electric","shining,song,john lee hooker","Adjective+Type pattern: ""Shining Song"""
Burning Song,John Lee Hooker,,69,"blues,boogie,electric","burning,song,john lee hooker","Adjective+Type pattern: ""Burning Song"""
Blue Song,Johnny Cash,,71,"country,outlaw,classic","blue,song,johnny cash","Adjective+Type pattern: ""Blue Song"""
Red Song,Johnny Cash,,75,"country,outlaw,classic","red,song,johnny cash","Adjective+Type pattern: ""Red Song"""
Golden Song,Johnny Cash,,78,"country,outlaw,classic","golden,song,johnny cash","Adjective+Type pattern: ""Golden Song"""
Silver Song,Johnny Cash,,67,"country,outlaw,classic","silver,song,johnny cash","Adjective+Type pattern: ""Silver Song"""
Dark Song,Johnny Cash,,71,"country,outlaw,classic","dark,song,johnny cash","Adjective+Type pattern: ""Dark Song"""
Bright Song,Johnny Cash,,75,"country,outlaw,classic","bright,song,johnny cash","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Johnny Cash,,91,"country,outlaw,classic","sweet,song,johnny cash","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Johnny Cash,,89,"country,outlaw,classic","wild,song,johnny cash","Adjective+Type pattern: ""Wild Song"""
Free Song,Johnny Cash,,89,"country,outlaw,classic","free,song,johnny cash","Adjective+Type pattern: ""Free Song"""
Lost Song,Johnny Cash,,92,"country,outlaw,classic","lost,song,johnny cash","Exact match: ""Lost Song"""
Found Song,Johnny Cash,,88,"country,outlaw,classic","found,song,johnny cash","Exact match: ""Found Song"""
True Song,Johnny Cash,,83,"country,outlaw,classic","true,song,johnny cash","Exact match: ""True Song"""
Faded Song,Johnny Cash,,68,"country,outlaw,classic","faded,song,johnny cash","Adjective+Type pattern: ""Faded Song"""
Shining Song,Johnny Cash,,86,"country,outlaw,classic","shining,song,johnny cash","Adjective+Type pattern: ""Shining Song"""
Burning Song,Johnny Cash,,93,"country,outlaw,classic","burning,song,johnny cash","Adjective+Type pattern: ""Burning Song"""
Rising Song,Johnny Cash,,75,"country,outlaw,classic","rising,song,johnny cash","Adjective+Type pattern: ""Rising Song"""
Blue Track,Johnny Cash,,72,"country,outlaw,classic","blue,track,johnny cash","Adjective+Type pattern: ""Blue Track"""
Red Track,Johnny Cash,,66,"country,outlaw,classic","red,track,johnny cash","Adjective+Type pattern: ""Red Track"""
Golden Track,Johnny Cash,,75,"country,outlaw,classic","golden,track,johnny cash","Adjective+Type pattern: ""Golden Track"""
Silver Track,Johnny Cash,,72,"country,outlaw,classic","silver,track,johnny cash","Adjective+Type pattern: ""Silver Track"""
Dark Track,Johnny Cash,,84,"country,outlaw,classic","dark,track,johnny cash","Adjective+Type pattern: ""Dark Track"""
Bright Track,Johnny Cash,,77,"country,outlaw,classic","bright,track,johnny cash","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Johnny Cash,,72,"country,outlaw,classic","sweet,track,johnny cash","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Johnny Cash,,68,"country,outlaw,classic","wild,track,johnny cash","Adjective+Type pattern: ""Wild Track"""
Free Track,Johnny Cash,,87,"country,outlaw,classic","free,track,johnny cash","Adjective+Type pattern: ""Free Track"""
Blue Song,Dolly Parton,,87,"country,classic,pop","blue,song,dolly parton","Adjective+Type pattern: ""Blue Song"""
Red Song,Dolly Parton,,85,"country,classic,pop","red,song,dolly parton","Adjective+Type pattern: ""Red Song"""
Golden Song,Dolly Parton,,69,"country,classic,pop","golden,song,dolly parton","Adjective+Type pattern: ""Golden Song"""
Silver Song,Dolly Parton,,88,"country,classic,pop","silver,song,dolly parton","Adjective+Type pattern: ""Silver Song"""
Dark Song,Dolly Parton,,93,"country,classic,pop","dark,song,dolly parton","Adjective+Type pattern: ""Dark Song"""
Bright Song,Dolly Parton,,81,"country,classic,pop","bright,song,dolly parton","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Dolly Parton,,72,"country,classic,pop","sweet,song,dolly parton","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Dolly Parton,,87,"country,classic,pop","wild,song,dolly parton","Adjective+Type pattern: ""Wild Song"""
Free Song,Dolly Parton,,80,"country,classic,pop","free,song,dolly parton","Adjective+Type pattern: ""Free Song"""
Lost Song,Dolly Parton,,90,"country,classic,pop","lost,song,dolly parton","Exact match: ""Lost Song"""
Found Song,Dolly Parton,,79,"country,classic,pop","found,song,dolly parton","Exact match: ""Found Song"""
True Song,Dolly Parton,,93,"country,classic,pop","true,song,dolly parton","Exact match: ""True Song"""
Faded Song,Dolly Parton,,87,"country,classic,pop","faded,song,dolly parton","Adjective+Type pattern: ""Faded Song"""
Shining Song,Dolly Parton,,79,"country,classic,pop","shining,song,dolly parton","Adjective+Type pattern: ""Shining Song"""
Burning Song,Dolly Parton,,79,"country,classic,pop","burning,song,dolly parton","Adjective+Type pattern: ""Burning Song"""
Rising Song,Dolly Parton,,71,"country,classic,pop","rising,song,dolly parton","Adjective+Type pattern: ""Rising Song"""
Blue Track,Dolly Parton,,92,"country,classic,pop","blue,track,dolly parton","Adjective+Type pattern: ""Blue Track"""
Red Track,Dolly Parton,,70,"country,classic,pop","red,track,dolly parton","Adjective+Type pattern: ""Red Track"""
Golden Track,Dolly Parton,,65,"country,classic,pop","golden,track,dolly parton","Adjective+Type pattern: ""Golden Track"""
Silver Track,Dolly Parton,,87,"country,classic,pop","silver,track,dolly parton","Adjective+Type pattern: ""Silver Track"""
Dark Track,Dolly Parton,,91,"country,classic,pop","dark,track,dolly parton","Adjective+Type pattern: ""Dark Track"""
Bright Track,Dolly Parton,,75,"country,classic,pop","bright,track,dolly parton","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Dolly Parton,,88,"country,classic,pop","sweet,track,dolly parton","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Dolly Parton,,70,"country,classic,pop","wild,track,dolly parton","Adjective+Type pattern: ""Wild Track"""
Free Track,Dolly Parton,,69,"country,classic,pop","free,track,dolly parton","Adjective+Type pattern: ""Free Track"""
Lost Track,Dolly Parton,,73,"country,classic,pop","lost,track,dolly parton","Exact match: ""Lost Track"""
Found Track,Dolly Parton,,66,"country,classic,pop","found,track,dolly parton","Exact match: ""Found Track"""
True Track,Dolly Parton,,86,"country,classic,pop","true,track,dolly parton","Exact match: ""True Track"""
Faded Track,Dolly Parton,,93,"country,classic,pop","faded,track,dolly parton","Adjective+Type pattern: ""Faded Track"""
Shining Track,Dolly Parton,,77,"country,classic,pop","shining,track,dolly parton","Adjective+Type pattern: ""Shining Track"""
Blue Song,Willie Nelson,,71,"country,outlaw,classic","blue,song,willie nelson","Adjective+Type pattern: ""Blue Song"""
Red Song,Willie Nelson,,75,"country,outlaw,classic","red,song,willie nelson","Adjective+Type pattern: ""Red Song"""
Golden Song,Willie Nelson,,68,"country,outlaw,classic","golden,song,willie nelson","Adjective+Type pattern: ""Golden Song"""
Silver Song,Willie Nelson,,79,"country,outlaw,classic","silver,song,willie nelson","Adjective+Type pattern: ""Silver Song"""
Dark Song,Willie Nelson,,74,"country,outlaw,classic","dark,song,willie nelson","Adjective+Type pattern: ""Dark Song"""
Bright Song,Willie Nelson,,82,"country,outlaw,classic","bright,song,willie nelson","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Willie Nelson,,79,"country,outlaw,classic","sweet,song,willie nelson","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Willie Nelson,,69,"country,outlaw,classic","wild,song,willie nelson","Adjective+Type pattern: ""Wild Song"""
Free Song,Willie Nelson,,66,"country,outlaw,classic","free,song,willie nelson","Adjective+Type pattern: ""Free Song"""
Lost Song,Willie Nelson,,87,"country,outlaw,classic","lost,song,willie nelson","Exact match: ""Lost Song"""
Found Song,Willie Nelson,,72,"country,outlaw,classic","found,song,willie nelson","Exact match: ""Found Song"""
True Song,Willie Nelson,,81,"country,outlaw,classic","true,song,willie nelson","Exact match: ""True Song"""
Faded Song,Willie Nelson,,83,"country,outlaw,classic","faded,song,willie nelson","Adjective+Type pattern: ""Faded Song"""
Shining Song,Willie Nelson,,84,"country,outlaw,classic","shining,song,willie nelson","Adjective+Type pattern: ""Shining Song"""
Burning Song,Willie Nelson,,68,"country,outlaw,classic","burning,song,willie nelson","Adjective+Type pattern: ""Burning Song"""
Rising Song,Willie Nelson,,71,"country,outlaw,classic","rising,song,willie nelson","Adjective+Type pattern: ""Rising Song"""
Blue Track,Willie Nelson,,65,"country,outlaw,classic","blue,track,willie nelson","Adjective+Type pattern: ""Blue Track"""
Red Track,Willie Nelson,,90,"country,outlaw,classic","red,track,willie nelson","Adjective+Type pattern: ""Red Track"""
Golden Track,Willie Nelson,,66,"country,outlaw,classic","golden,track,willie nelson","Adjective+Type pattern: ""Golden Track"""
Silver Track,Willie Nelson,,82,"country,outlaw,classic","silver,track,willie nelson","Adjective+Type pattern: ""Silver Track"""
Dark Track,Willie Nelson,,73,"country,outlaw,classic","dark,track,willie nelson","Adjective+Type pattern: ""Dark Track"""
Bright Track,Willie Nelson,,76,"country,outlaw,classic","bright,track,willie nelson","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Willie Nelson,,82,"country,outlaw,classic","sweet,track,willie nelson","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Willie Nelson,,85,"country,outlaw,classic","wild,track,willie nelson","Adjective+Type pattern: ""Wild Track"""
Free Track,Willie Nelson,,82,"country,outlaw,classic","free,track,willie nelson","Adjective+Type pattern: ""Free Track"""
Blue Song,Garth Brooks,,65,"country,90s,stadium","blue,song,garth brooks","Adjective+Type pattern: ""Blue Song"""
Red Song,Garth Brooks,,66,"country,90s,stadium","red,song,garth brooks","Adjective+Type pattern: ""Red Song"""
Golden Song,Garth Brooks,,74,"country,90s,stadium","golden,song,garth brooks","Adjective+Type pattern: ""Golden Song"""
Silver Song,Garth Brooks,,65,"country,90s,stadium","silver,song,garth brooks","Adjective+Type pattern: ""Silver Song"""
Dark Song,Garth Brooks,,80,"country,90s,stadium","dark,song,garth brooks","Adjective+Type pattern: ""Dark Song"""
Bright Song,Garth Brooks,,92,"country,90s,stadium","bright,song,garth brooks","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Garth Brooks,,88,"country,90s,stadium","sweet,song,garth brooks","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Garth Brooks,,94,"country,90s,stadium","wild,song,garth brooks","Adjective+Type pattern: ""Wild Song"""
Free Song,Garth Brooks,,76,"country,90s,stadium","free,song,garth brooks","Adjective+Type pattern: ""Free Song"""
Lost Song,Garth Brooks,,88,"country,90s,stadium","lost,song,garth brooks","Exact match: ""Lost Song"""
Found Song,Garth Brooks,,86,"country,90s,stadium","found,song,garth brooks","Exact match: ""Found Song"""
True Song,Garth Brooks,,86,"country,90s,stadium","true,song,garth brooks","Exact match: ""True Song"""
Faded Song,Garth Brooks,,73,"country,90s,stadium","faded,song,garth brooks","Adjective+Type pattern: ""Faded Song"""
Shining Song,Garth Brooks,,65,"country,90s,stadium","shining,song,garth brooks","Adjective+Type pattern: ""Shining Song"""
Burning Song,Garth Brooks,,83,"country,90s,stadium","burning,song,garth brooks","Adjective+Type pattern: ""Burning Song"""
Rising Song,Garth Brooks,,86,"country,90s,stadium","rising,song,garth brooks","Adjective+Type pattern: ""Rising Song"""
Blue Track,Garth Brooks,,78,"country,90s,stadium","blue,track,garth brooks","Adjective+Type pattern: ""Blue Track"""
Red Track,Garth Brooks,,90,"country,90s,stadium","red,track,garth brooks","Adjective+Type pattern: ""Red Track"""
Golden Track,Garth Brooks,,82,"country,90s,stadium","golden,track,garth brooks","Adjective+Type pattern: ""Golden Track"""
Silver Track,Garth Brooks,,83,"country,90s,stadium","silver,track,garth brooks","Adjective+Type pattern: ""Silver Track"""
Dark Track,Garth Brooks,,71,"country,90s,stadium","dark,track,garth brooks","Adjective+Type pattern: ""Dark Track"""
Bright Track,Garth Brooks,,82,"country,90s,stadium","bright,track,garth brooks","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Garth Brooks,,85,"country,90s,stadium","sweet,track,garth brooks","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Garth Brooks,,78,"country,90s,stadium","wild,track,garth brooks","Adjective+Type pattern: ""Wild Track"""
Free Track,Garth Brooks,,67,"country,90s,stadium","free,track,garth brooks","Adjective+Type pattern: ""Free Track"""
Lost Track,Garth Brooks,,88,"country,90s,stadium","lost,track,garth brooks","Exact match: ""Lost Track"""
Found Track,Garth Brooks,,83,"country,90s,stadium","found,track,garth brooks","Exact match: ""Found Track"""
True Track,Garth Brooks,,69,"country,90s,stadium","true,track,garth brooks","Exact match: ""True Track"""
Faded Track,Garth Brooks,,70,"country,90s,stadium","faded,track,garth brooks","Adjective+Type pattern: ""Faded Track"""
Shining Track,Garth Brooks,,78,"country,90s,stadium","shining,track,garth brooks","Adjective+Type pattern: ""Shining Track"""
Blue Song,Shania Twain,,67,"country,pop,90s","blue,song,shania twain","Adjective+Type pattern: ""Blue Song"""
Red Song,Shania Twain,,70,"country,pop,90s","red,song,shania twain","Adjective+Type pattern: ""Red Song"""
Golden Song,Shania Twain,,86,"country,pop,90s","golden,song,shania twain","Adjective+Type pattern: ""Golden Song"""
Silver Song,Shania Twain,,94,"country,pop,90s","silver,song,shania twain","Adjective+Type pattern: ""Silver Song"""
Dark Song,Shania Twain,,70,"country,pop,90s","dark,song,shania twain","Adjective+Type pattern: ""Dark Song"""
Bright Song,Shania Twain,,90,"country,pop,90s","bright,song,shania twain","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Shania Twain,,80,"country,pop,90s","sweet,song,shania twain","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Shania Twain,,76,"country,pop,90s","wild,song,shania twain","Adjective+Type pattern: ""Wild Song"""
Free Song,Shania Twain,,74,"country,pop,90s","free,song,shania twain","Adjective+Type pattern: ""Free Song"""
Lost Song,Shania Twain,,91,"country,pop,90s","lost,song,shania twain","Exact match: ""Lost Song"""
Found Song,Shania Twain,,79,"country,pop,90s","found,song,shania twain","Exact match: ""Found Song"""
