title,artist,year,popularity,tags,phrases
Wild Song,Johnny Cash,,89,"country,outlaw,classic","wild,song,johnny cash"
Free Song,Johnny Cash,,89,"country,outlaw,classic","free,song,johnny cash"
Lost Song,Johnny Cash,,92,"country,outlaw,classic","lost,song,johnny cash"
Found Song,Johnny Cash,,88,"country,outlaw,classic","found,song,johnny cash"
True Song,Johnny Cash,,83,"country,outlaw,classic","true,song,johnny cash"
Faded Song,Johnny Cash,,68,"country,outlaw,classic","faded,song,johnny cash"
Shining Song,Johnny Cash,,86,"country,outlaw,classic","shining,song,johnny cash"
Burning Song,Johnny Cash,,93,"country,outlaw,classic","burning,song,johnny cash"
Rising Song,Johnny Cash,,75,"country,outlaw,classic","rising,song,johnny cash"
Blue Track,Johnny Cash,,72,"country,outlaw,classic","blue,track,johnny cash"
Red Track,Johnny Cash,,66,"country,outlaw,classic","red,track,johnny cash"
Golden Track,Johnny Cash,,75,"country,outlaw,classic","golden,track,johnny cash"
Silver Track,Johnny Cash,,72,"country,outlaw,classic","silver,track,johnny cash"
Dark Track,Johnny Cash,,84,"country,outlaw,classic","dark,track,johnny cash"
Bright Track,Johnny Cash,,77,"country,outlaw,classic","bright,track,johnny cash"
Sweet Track,Johnny Cash,,72,"country,outlaw,classic","sweet,track,johnny cash"
Wild Track,Johnny Cash,,68,"country,outlaw,classic","wild,track,johnny cash"
Free Track,Johnny Cash,,87,"country,outlaw,classic","free,track,johnny cash"
Blue Song,Dolly Parton,,87,"country,classic,pop","blue,song,dolly parton"
Red Song,Dolly Parton,,85,"country,classic,pop","red,song,dolly parton"
Golden Song,Dolly Parton,,69,"country,classic,pop","golden,song,dolly parton"
Silver Song,Dolly Parton,,88,"country,classic,pop","silver,song,dolly parton"
Dark Song,Dolly Parton,,93,"country,classic,pop","dark,song,dolly parton"
Bright Song,Dolly Parton,,81,"country,classic,pop","bright,song,dolly parton"
Sweet Song,Dolly Parton,,72,"country,classic,pop","sweet,song,dolly parton"
Wild Song,Dolly Parton,,87,"country,classic,pop","wild,song,dolly parton"
Free Song,Dolly Parton,,80,"country,classic,pop","free,song,dolly parton"
Lost Song,Dolly Parton,,90,"country,classic,pop","lost,song,dolly parton"
Found Song,Dolly Parton,,79,"country,classic,pop","found,song,dolly parton"
True Song,Dolly Parton,,93,"country,classic,pop","true,song,dolly parton"
Faded Song,Dolly Parton,,87,"country,classic,pop","faded,song,dolly parton"
Shining Song,Dolly Parton,,79,"country,classic,pop","shining,song,dolly parton"
Burning Song,Dolly Parton,,79,"country,classic,pop","burning,song,dolly parton"
Rising Song,Dolly Parton,,71,"country,classic,pop","rising,song,dolly parton"
Blue Track,Dolly Parton,,92,"country,classic,pop","blue,track,dolly parton"
Red Track,Dolly Parton,,70,"country,classic,pop","red,track,dolly parton"
Golden Track,Dolly Parton,,65,"country,classic,pop","golden,track,dolly parton"
Silver Track,Dolly Parton,,87,"country,classic,pop","silver,track,dolly parton"
Dark Track,Dolly Parton,,91,"country,classic,pop","dark,track,dolly parton"
Bright Track,Dolly Parton,,75,"country,classic,pop","bright,track,dolly parton"
Sweet Track,Dolly Parton,,88,"country,classic,pop","sweet,track,dolly parton"
Wild Track,Dolly Parton,,70,"country,classic,pop","wild,track,dolly parton"
Free Track,Dolly Parton,,69,"country,classic,pop","free,track,dolly parton"
Lost Track,Dolly Parton,,73,"country,classic,pop","lost,track,dolly parton"
Found Track,Dolly Parton,,66,"country,classic,pop","found,track,dolly parton"
True Track,Dolly Parton,,86,"country,classic,pop","true,track,dolly parton"
Faded Track,Dolly Parton,,93,"country,classic,pop","faded,track,dolly parton"
Shining Track,Dolly Parton,,77,"country,classic,pop","shining,track,dolly parton"
Blue Song,Willie Nelson,,71,"country,outlaw,classic","blue,song,willie nelson"
Red Song,Willie Nelson,,75,"country,outlaw,classic","red,song,willie nelson"
Golden Song,Willie Nelson,,68,"country,outlaw,classic","golden,song,willie nelson"
Silver Song,Willie Nelson,,79,"country,outlaw,classic","silver,song,willie nelson"
Dark Song,Willie Nelson,,74,"country,outlaw,classic","dark,song,willie nelson"
Bright Song,Willie Nelson,,82,"country,outlaw,classic","bright,song,willie nelson"
Sweet Song,Willie Nelson,,79,"country,outlaw,classic","sweet,song,willie nelson"
Wild Song,Willie Nelson,,69,"country,outlaw,classic","wild,song,willie nelson"
Free Song,Willie Nelson,,66,"country,outlaw,classic","free,song,willie nelson"
Lost Song,Willie Nelson,,87,"country,outlaw,classic","lost,song,willie nelson"
Found Song,Willie Nelson,,72,"country,outlaw,classic","found,song,willie nelson"
True Song,Willie Nelson,,81,"country,outlaw,classic","true,song,willie nelson"
Faded Song,Willie Nelson,,83,"country,outlaw,classic","faded,song,willie nelson"
Shining Song,Willie Nelson,,84,"country,outlaw,classic","shining,song,willie nelson"
Burning Song,Willie Nelson,,68,"country,outlaw,classic","burning,song,willie nelson"
Rising Song,Willie Nelson,,71,"country,outlaw,classic","rising,song,willie nelson"
Blue Track,Willie Nelson,,65,"country,outlaw,classic","blue,track,willie nelson"
Red Track,Willie Nelson,,90,"country,outlaw,classic","red,track,willie nelson"
Golden Track,Willie Nelson,,66,"country,outlaw,classic","golden,track,willie nelson"
Silver Track,Willie Nelson,,82,"country,outlaw,classic","silver,track,willie nelson"
Dark Track,Willie Nelson,,73,"country,outlaw,classic","dark,track,willie nelson"
Bright Track,Willie Nelson,,76,"country,outlaw,classic","bright,track,willie nelson"
Sweet Track,Willie Nelson,,82,"country,outlaw,classic","sweet,track,willie nelson"
Wild Track,Willie Nelson,,85,"country,outlaw,classic","wild,track,willie nelson"
Free Track,Willie Nelson,,82,"country,outlaw,classic","free,track,willie nelson"
Blue Song,Garth Brooks,,65,"country,90s,stadium","blue,song,garth brooks"
Red Song,Garth Brooks,,66,"country,90s,stadium","red,song,garth brooks"
Golden Song,Garth Brooks,,74,"country,90s,stadium","golden,song,garth brooks"
Silver Song,Garth Brooks,,65,"country,90s,stadium","silver,song,garth brooks"
Dark Song,Garth Brooks,,80,"country,90s,stadium","dark,song,garth brooks"
Bright Song,Garth Brooks,,92,"country,90s,stadium","bright,song,garth brooks"
Sweet Song,Garth Brooks,,88,"country,90s,stadium","sweet,song,garth brooks"
Wild Song,Garth Brooks,,94,"country,90s,stadium","wild,song,garth brooks"
Free Song,Garth Brooks,,76,"country,90s,stadium","free,song,garth brooks"
Lost Song,Garth Brooks,,88,"country,90s,stadium","lost,song,garth brooks"
Found Song,Garth Brooks,,86,"country,90s,stadium","found,song,garth brooks"
True Song,Garth Brooks,,86,"country,90s,stadium","true,song,garth brooks"
Faded Song,Garth Brooks,,73,"country,90s,stadium","faded,song,garth brooks"
Shining Song,Garth Brooks,,65,"country,90s,stadium","shining,song,garth brooks"
Burning Song,Garth Brooks,,83,"country,90s,stadium","burning,song,garth brooks"
Rising Song,Garth Brooks,,86,"country,90s,stadium","rising,song,garth brooks"
Blue Track,Garth Brooks,,78,"country,90s,stadium","blue,track,garth brooks"
Red Track,Garth Brooks,,90,"country,90s,stadium","red,track,garth brooks"
Golden Track,Garth Brooks,,82,"country,90s,stadium","golden,track,garth brooks"
Silver Track,Garth Brooks,,83,"country,90s,stadium","silver,track,garth brooks"
Dark Track,Garth Brooks,,71,"country,90s,stadium","dark,track,garth brooks"
Bright Track,Garth Brooks,,82,"country,90s,stadium","bright,track,garth brooks"
Sweet Track,Garth Brooks,,85,"country,90s,stadium","sweet,track,garth brooks"
Wild Track,Garth Brooks,,78,"country,90s,stadium","wild,track,garth brooks"
Free Track,Garth Brooks,,67,"country,90s,stadium","free,track,garth brooks"
Lost Track,Garth Brooks,,88,"country,90s,stadium","lost,track,garth brooks"
Found Track,Garth Brooks,,83,"country,90s,stadium","found,track,garth brooks"
True Track,Garth Brooks,,69,"country,90s,stadium","true,track,garth brooks"
Faded Track,Garth Brooks,,70,"country,90s,stadium","faded,track,garth brooks"
Shining Track,Garth Brooks,,78,"country,90s,stadium","shining,track,garth brooks"
Blue Song,Shania Twain,,67,"country,pop,90s","blue,song,shania twain"
Red Song,Shania Twain,,70,"country,pop,90s","red,song,shania twain"
Golden Song,Shania Twain,,86,"country,pop,90s","golden,song,shania twain"
Silver Song,Shania Twain,,94,"country,pop,90s","silver,song,shania twain"
Dark Song,Shania Twain,,70,"country,pop,90s","dark,song,shania twain"
Bright Song,Shania Twain,,90,"country,pop,90s","bright,song,shania twain"
Sweet Song,Shania Twain,,80,"country,pop,90s","sweet,song,shania twain"
Wild Song,Shania Twain,,76,"country,pop,90s","wild,song,shania twain"
Free Song,Shania Twain,,74,"country,pop,90s","free,song,shania twain"
Lost Song,Shania Twain,,91,"country,pop,90s","lost,song,shania twain"
Found Song,Shania Twain,,79,"country,pop,90s","found,song,shania twain"
True Song,Shania Twain,,85,"country,pop,90s","true,song,shania twain"
Faded Song,Shania Twain,,90,"country,pop,90s","faded,song,shania twain"
Shining Song,Shania Twain,,71,"country,pop,90s","shining,song,shania twain"
Burning Song,Shania Twain,,88,"country,pop,90s","burning,song,shania twain"
Rising Song,Shania Twain,,78,"country,pop,90s","rising,song,shania twain"
Blue Track,Shania Twain,,66,"country,pop,90s","blue,track,shania twain"
Red Track,Shania Twain,,73,"country,pop,90s","red,track,shania twain"
Golden Track,Shania Twain,,90,"country,pop,90s","golden,track,shania twain"
Silver Track,Shania Twain,,83,"country,pop,90s","silver,track,shania twain"
Dark Track,Shania Twain,,74,"country,pop,90s","dark,track,shania twain"
Bright Track,Shania Twain,,83,"country,pop,90s","bright,track,shania twain"
Sweet Track,Shania Twain,,92,"country,pop,90s","sweet,track,shania twain"
Wild Track,Shania Twain,,84,"country,pop,90s","wild,track,shania twain"
Free Track,Shania Twain,,85,"country,pop,90s","free,track,shania twain"
Blue Song,Tim McGraw,,94,"country,90s,2000s","blue,song,tim mcgraw"
Red Song,Tim McGraw,,71,"country,90s,2000s","red,song,tim mcgraw"
Golden Song,Tim McGraw,,87,"country,90s,2000s","golden,song,tim mcgraw"
Silver Song,Tim McGraw,,83,"country,90s,2000s","silver,song,tim mcgraw"
Dark Song,Tim McGraw,,82,"country,90s,2000s","dark,song,tim mcgraw"
Bright Song,Tim McGraw,,68,"country,90s,2000s","bright,song,tim mcgraw"
Sweet Song,Tim McGraw,,77,"country,90s,2000s","sweet,song,tim mcgraw"
Wild Song,Tim McGraw,,73,"country,90s,2000s","wild,song,tim mcgraw"
Free Song,Tim McGraw,,78,"country,90s,2000s","free,song,tim mcgraw"
Lost Song,Tim McGraw,,85,"country,90s,2000s","lost,song,tim mcgraw"
Found Song,Tim McGraw,,85,"country,90s,2000s","found,song,tim mcgraw"
True Song,Tim McGraw,,76,"country,90s,2000s","true,song,tim mcgraw"
Faded Song,Tim McGraw,,85,"country,90s,2000s","faded,song,tim mcgraw"
Shining Song,Tim McGraw,,67,"country,90s,2000s","shining,song,tim mcgraw"
Burning Song,Tim McGraw,,71,"country,90s,2000s","burning,song,tim mcgraw"
Rising Song,Tim McGraw,,91,"country,90s,2000s","rising,song,tim mcgraw"
Blue Track,Tim McGraw,,86,"country,90s,2000s","blue,track,tim mcgraw"
Red Track,Tim McGraw,,68,"country,90s,2000s","red,track,tim mcgraw"
Golden Track,Tim McGraw,,88,"country,90s,2000s","golden,track,tim mcgraw"
Silver Track,Tim McGraw,,74,"country,90s,2000s","silver,track,tim mcgraw"
Dark Track,Tim McGraw,,74,"country,90s,2000s","dark,track,tim mcgraw"
Bright Track,Tim McGraw,,77,"country,90s,2000s","bright,track,tim mcgraw"
Sweet Track,Tim McGraw,,74,"country,90s,2000s","sweet,track,tim mcgraw"
Wild Track,Tim McGraw,,82,"country,90s,2000s","wild,track,tim mcgraw"
Free Track,Tim McGraw,,74,"country,90s,2000s","free,track,tim mcgraw"
Blue Song,Faith Hill,,92,"country,pop,90s","blue,song,faith hill"
Red Song,Faith Hill,,70,"country,pop,90s","red,song,faith hill"
Golden Song,Faith Hill,,73,"country,pop,90s","golden,song,faith hill"
Silver Song,Faith Hill,,90,"country,pop,90s","silver,song,faith hill"
Dark Song,Faith Hill,,67,"country,pop,90s","dark,song,faith hill"
Bright Song,Faith Hill,,83,"country,pop,90s","bright,song,faith hill"
Sweet Song,Faith Hill,,94,"country,pop,90s","sweet,song,faith hill"
Wild Song,Faith Hill,,78,"country,pop,90s","wild,song,faith hill"
Free Song,Faith Hill,,69,"country,pop,90s","free,song,faith hill"
Lost Song,Faith Hill,,77,"country,pop,90s","lost,song,faith hill"
Found Song,Faith Hill,,73,"country,pop,90s","found,song,faith hill"
True Song,Faith Hill,,73,"country,pop,90s","true,song,faith hill"
Faded Song,Faith Hill,,76,"country,pop,90s","faded,song,faith hill"
Shining Song,Faith Hill,,68,"country,pop,90s","shining,song,faith hill"
Burning Song,Faith Hill,,71,"country,pop,90s","burning,song,faith hill"
Rising Song,Faith Hill,,89,"country,pop,90s","rising,song,faith hill"
Blue Track,Faith Hill,,84,"country,pop,90s","blue,track,faith hill"
Red Track,Faith Hill,,73,"country,pop,90s","red,track,faith hill"
Golden Track,Faith Hill,,81,"country,pop,90s","golden,track,faith hill"
Silver Track,Faith Hill,,92,"country,pop,90s","silver,track,faith hill"
Blue Song,Carrie Underwood,,90,"country,pop,2000s","blue,song,carrie underwood"
Red Song,Carrie Underwood,,66,"country,pop,2000s","red,song,carrie underwood"
Golden Song,Carrie Underwood,,83,"country,pop,2000s","golden,song,carrie underwood"
Silver Song,Carrie Underwood,,73,"country,pop,2000s","silver,song,carrie underwood"
Dark Song,Carrie Underwood,,77,"country,pop,2000s","dark,song,carrie underwood"
Bright Song,Carrie Underwood,,67,"country,pop,2000s","bright,song,carrie underwood"
Sweet Song,Carrie Underwood,,67,"country,pop,2000s","sweet,song,carrie underwood"
Wild Song,Carrie Underwood,,84,"country,pop,2000s","wild,song,carrie underwood"
Free Song,Carrie Underwood,,74,"country,pop,2000s","free,song,carrie underwood"
Lost Song,Carrie Underwood,,74,"country,pop,2000s","lost,song,carrie underwood"
Found Song,Carrie Underwood,,68,"country,pop,2000s","found,song,carrie underwood"
True Song,Carrie Underwood,,84,"country,pop,2000s","true,song,carrie underwood"
Faded Song,Carrie Underwood,,80,"country,pop,2000s","faded,song,carrie underwood"
Shining Song,Carrie Underwood,,65,"country,pop,2000s","shining,song,carrie underwood"
Burning Song,Carrie Underwood,,93,"country,pop,2000s","burning,song,carrie underwood"
Rising Song,Carrie Underwood,,87,"country,pop,2000s","rising,song,carrie underwood"
Blue Track,Carrie Underwood,,65,"country,pop,2000s","blue,track,carrie underwood"
Red Track,Carrie Underwood,,71,"country,pop,2000s","red,track,carrie underwood"
Golden Track,Carrie Underwood,,69,"country,pop,2000s","golden,track,carrie underwood"
Silver Track,Carrie Underwood,,67,"country,pop,2000s","silver,track,carrie underwood"
Dark Track,Carrie Underwood,,74,"country,pop,2000s","dark,track,carrie underwood"
Bright Track,Carrie Underwood,,69,"country,pop,2000s","bright,track,carrie underwood"
Sweet Track,Carrie Underwood,,71,"country,pop,2000s","sweet,track,carrie underwood"
Wild Track,Carrie Underwood,,67,"country,pop,2000s","wild,track,carrie underwood"
Free Track,Carrie Underwood,,67,"country,pop,2000s","free,track,carrie underwood"
Blue Song,Blake Shelton,,72,"country,2000s,2010s","blue,song,blake shelton"
Red Song,Blake Shelton,,88,"country,2000s,2010s","red,song,blake shelton"
Golden Song,Blake Shelton,,93,"country,2000s,2010s","golden,song,blake shelton"
Silver Song,Blake Shelton,,80,"country,2000s,2010s","silver,song,blake shelton"
Dark Song,Blake Shelton,,86,"country,2000s,2010s","dark,song,blake shelton"
Bright Song,Blake Shelton,,68,"country,2000s,2010s","bright,song,blake shelton"
Sweet Song,Blake Shelton,,67,"country,2000s,2010s","sweet,song,blake shelton"
Wild Song,Blake Shelton,,80,"country,2000s,2010s","wild,song,blake shelton"
Free Song,Blake Shelton,,68,"country,2000s,2010s","free,song,blake shelton"
Lost Song,Blake Shelton,,81,"country,2000s,2010s","lost,song,blake shelton"
Found Song,Blake Shelton,,71,"country,2000s,2010s","found,song,blake shelton"
True Song,Blake Shelton,,89,"country,2000s,2010s","true,song,blake shelton"
Faded Song,Blake Shelton,,66,"country,2000s,2010s","faded,song,blake shelton"
Shining Song,Blake Shelton,,92,"country,2000s,2010s","shining,song,blake shelton"
Burning Song,Blake Shelton,,93,"country,2000s,2010s","burning,song,blake shelton"
Rising Song,Blake Shelton,,89,"country,2000s,2010s","rising,song,blake shelton"
Blue Track,Blake Shelton,,74,"country,2000s,2010s","blue,track,blake shelton"
Red Track,Blake Shelton,,68,"country,2000s,2010s","red,track,blake shelton"
Golden Track,Blake Shelton,,66,"country,2000s,2010s","golden,track,blake shelton"
Silver Track,Blake Shelton,,82,"country,2000s,2010s","silver,track,blake shelton"
Dark Track,Blake Shelton,,81,"country,2000s,2010s","dark,track,blake shelton"
Bright Track,Blake Shelton,,87,"country,2000s,2010s","bright,track,blake shelton"
Sweet Track,Blake Shelton,,77,"country,2000s,2010s","sweet,track,blake shelton"
Wild Track,Blake Shelton,,84,"country,2000s,2010s","wild,track,blake shelton"
Free Track,Blake Shelton,,78,"country,2000s,2010s","free,track,blake shelton"
Blue Song,Luke Bryan,,88,"country,bro country,2010s","blue,song,luke bryan"
Red Song,Luke Bryan,,65,"country,bro country,2010s","red,song,luke bryan"
Golden Song,Luke Bryan,,83,"country,bro country,2010s","golden,song,luke bryan"
Silver Song,Luke Bryan,,78,"country,bro country,2010s","silver,song,luke bryan"
Dark Song,Luke Bryan,,81,"country,bro country,2010s","dark,song,luke bryan"
Bright Song,Luke Bryan,,81,"country,bro country,2010s","bright,song,luke bryan"
Sweet Song,Luke Bryan,,74,"country,bro country,2010s","sweet,song,luke bryan"
Wild Song,Luke Bryan,,89,"country,bro country,2010s","wild,song,luke bryan"
Free Song,Luke Bryan,,67,"country,bro country,2010s","free,song,luke bryan"
Lost Song,Luke Bryan,,90,"country,bro country,2010s","lost,song,luke bryan"
Found Song,Luke Bryan,,87,"country,bro country,2010s","found,song,luke bryan"
True Song,Luke Bryan,,81,"country,bro country,2010s","true,song,luke bryan"
Faded Song,Luke Bryan,,67,"country,bro country,2010s","faded,song,luke bryan"
Shining Song,Luke Bryan,,73,"country,bro country,2010s","shining,song,luke bryan"
